1/x,g(x)-x
-0.9521484375,-0.68348944376117119596119962862932836447015684580002907235671537288014273051
-0.951171875,-0.68362770660276983944558087997850934000212240092988764193058340418091062694
-0.9501953125,-0.68376610435457109719507490855412660258344722011236153275769392543003130068
-0.94921875,-0.68390463725486495974311435525653334657711237935213054486485409006905588779
-0.9482421875,-0.68404330554255785754545887279944275694025777693824923560994166776345362763
-0.947265625,-0.68418210945717477398997513206193779594427567129712046799068940708077859528
-0.9462890625,-0.6843210492388613674576250027198317847834979667710444977834302204592151628
-0.9453125,-0.68446012512838610248128701494761238318429362540681618065878919710014837991
-0.9443359375,-0.68459933736714239004931730566484919138184720392828146657010397627188510542
-0.943359375,-0.68473868619715073710103929327592921486895400957524131729304654297417447186
-0.9423828125,-0.6848781718610609052616363242979003406270663877720506670492409605813248088
-0.94140625,-0.68501779460215407886420850899884109054407812986253994603306534654508460583
-0.9404296875,-0.68515755466434504230704392662279157312979024055586970298041904961306461146
-0.939453125,-0.68529745229218436679444534953588266978442045853887234022196856586790536299
-0.9384765625,-0.68543748773086060650974662540694369510888863673875715677377904324871646082
-0.9375,-0.68557766122620250426944788318696920508844180528254084684801934655006545352
-0.9365234375,-0.68571797302468120670769580816648560700424617944271085301428927187013871862
-0.935546875,-0.68585842337341248904063437989920590183032225172362501163805216440642288301
-0.9345703125,-0.68599901252015898946045270055690408569285025401555003858219295399110110289
-0.93359375,-0.68613974071333245320925987673943511085110290469221082619707252851372666516
-0.9326171875,-0.68628060820199598638322237146465801814615135359862306959240792053405589452
-0.931640625,-0.68642161523586631951770683171060288920606598480148686667737512120085348709
-0.9306640625,-0.68656276206531608100448113732841060327820565974421439395094678786180727316
-0.9296875,-0.68670404894137608039233832638958914862475146599275860026371894631558884496
-0.9287109375,-0.68684547611573760162282214722500205543351894440905653048340265788875218353
-0.927734375,-0.68698704384075470625304928585703120033832635611948836966372105618706973567
-0.9267578125,-0.68712875236944654671794183667457601309560472709250519944171571857946566216
-0.92578125,-0.68727060195549968968450434166123157893521629610897349279379673739074240706
-0.9248046875,-0.68741259285327044955110273702413104472313701390644929627885753336517369168
-0.923828125,-0.6875547253177872321450278336057999636092369401627998609552811953651176004
-0.9228515625,-0.68769699960475288867195353707400087398431803610933658984846585105064639669
-0.921875,-0.68783941597054707997122990381534051393939683788236578621827787135553181007
-0.9208984375,-0.68798197467222865113128334710968078763708552289403151675013726162483977007
-0.919921875,-0.68812467596753801651973087409995235438987236933962707850083741244631922166
-0.9189453125,-0.68826752011489955528315216602673834032849313555164313704573824869984939505
-0.91796875,-0.68841050737342401737180263106662579427362944846729756523733980997900323196
-0.9169921875,-0.68855363800291094014489227996383233529292696898653306242286313216659687788
-0.916015625,-0.68869691226385107561239941871204722446081573206602758185546408927087184618
-0.9150390625,-0.68884033041742882836973473923552043131150363046435180046410235970822860816
-0.9140625,-0.68898389272552470428192043791632143838459968375894723656149171480533180995
-0.9130859375,-0.68912759945071776997430052267460412077485636022765185453905579220322970549
-0.912109375,-0.68927145085628812318715250206371803680418867593409931415447588620861276462
-0.9111328125,-0.68941544720621937405192720460374104850789995947499605240683108190511460822
-0.91015625,-0.68955958876520113734720257363745943721346873231733071164692304714331955177
-0.9091796875,-0.68970387579863153579279894282610642396787079121087622919956902187146729434
-0.908203125,-0.68984830857261971444086754066634104964014174764600268657111822682340318314
-0.9072265625,-0.68999288735398836622313081994882029596914908137660950314509399843602800195
-0.90625,-0.690137612410276268713822680923707129660150746114000658898677113140701253
-0.9052734375,-0.69028248400974083216824877631045492537410128917974688310131303216536888743
-0.904296875,-0.69042750242136065889726187360045866365807661852595968196951950727605163102
-0.9033203125,-0.69057266791483811403832472695717022116956485172280093851227818244524235428
-0.90234375,-0.69071798076060190778421309921973071448631711310803717684983767079726718025
-0.9013671875,-0.69086344122980968913079449606090322580373179891796209466661522031925556774
-0.900390625,-0.69100904959435065120570385143502319598858085580990248707521250894038239846
-0.8994140625,-0.69115480612684814824012585847484318776472872379249675778023165966220639355
-0.8984375,-0.69130071110066232424628489555866039289446762682723759739303203837091989089
-0.8974609375,-0.691446764789892753463637576177244863952651911984307238662544614988018222
-0.896484375,-0.69159296746938109263715987649729483476197717276780836251413989526576882441
-0.8955078125,-0.6917393194147137451915205893671674975432117854091036541002375842406214999
-0.89453125,-0.69188582090222453736533554137557976114840389303955006308287693347278347001
-0.8935546875,-0.69203247220899740637010261410245484340870561018465598146549015452329098968
-0.892578125,-0.69217927361286910063882615575636675129601346353307533307410906519020542314
-0.8916015625,-0.69232622539243189222975087905618601726184641311221510345584733793665414808
-0.890625,-0.69247332782703630145103983978665309073009615615357739997997059131232926559
-0.8896484375,-0.69262058119679383377264860246203355204694045560471176820959698931819639431
-0.888671875,-0.69276798578257972909206824971655585693023381286553490137913544977179432969
-0.8876953125,-0.6929155418660357234210335053795621014529551231824549056981477222825642065
-0.88671875,-0.69306324972957282306071894289082477176083250088555976663759756683778523138
-0.8857421875,-0.69321110965637409133337606620227201925660044004421437690800294724912398195
-0.884765625,-0.6933591219303974479387970052651057632653612344476929573972968186265651894
-0.8837890625,-0.69350728683637848100442668852075838289350290301702149346068968547819872106
-0.8828125,-0.69365560465983327189838466664356298263406882119089096825663969326880507065
-0.8818359375,-0.69380407568706123287510029150656261711018812470821270105912255772512471506
-0.880859375,-0.69395270020514795762371072858706600530353809829067287965592941564522878497
-0.8798828125,-0.69410147850196808478982032666871800125799162952789624137097282131224783741
-0.87890625,-0.69425041086618817454167221285368233612380651192952692210219348497872376876
-0.8779296875,-0.69439949758726959825223865094459968349596015124084288492372096685674451302
-0.876953125,-0.69454873895547144136919572481729468514188960126187553290420211129351651008
-0.8759765625,-0.69469813526185341954521031336380274996884431517957413240297891558151003095
-0.875,-0.69484768679827880810143313808186636403214375007037313205491394467150987343
-0.8740234375,-0.69499739385741738489756091682361031348172566931808849758969166533668404939
-0.873046875,-0.69514725673274838668230337625862840353499816408636787369462852009742602466
-0.8720703125,-0.69529727571856347899856709018787758169903464065853956219338594967351101917
-0.87109375,-0.6954474511099697397181478501666898512214772047763469332586888446224988823
-0.8701171875,-0.6955977832028926562812065684321947592031004126680565601510781296194396044
-0.869140625,-0.69574827229407913671629059063182069019186966634426710281566640070510708532
-0.8681640625,-0.69589891868110053451715278734247938128363022064708604945380244833251768234
-0.8671875,-0.69604972266235568745311492916241145013492979684043644875594000289362102769
-0.8662109375,-0.69620068453707397039021966084096508657692861231136862753216443287562824299
-0.865234375,-0.69635180460531836220091690636381790273836373409740601325789027482254459842
-0.8642578125,-0.69650308316798852684053579029985902528539376338010348179039452265829053887
-0.86328125,-0.69665452052682390866930218250115201071227427549865686475717578902603780982
-0.8623046875,-0.69680611698440684209917479518465979432317264199844874832443849939407924502
-0.861328125,-0.69695787284416567564528941556789151248234196496404311928102401577612641906
-0.8603515625,-0.69710978841037791046232137593619011294473755868846097032594966694257024303
-0.859375,-0.69726186398817335344660077894771993847913143141718928564255306944164512856
-0.8583984375,-0.69741409988353728498534334210204642785835953745288341298648165217963161105
-0.857421875,-0.6975664964033136414348920348894565694485047741607139016769403134923273663
-0.8564453125,-0.69771905385520821241040098879524417837404258758626329700209576300762749415
-0.85546875,-0.69787177254779185296993349796822071343234618379087579697928667739174722206
-0.8544921875,-0.69802465279050371077649033120891913275429260428968974884675707561226648675
-0.853515625,-0.6981776948936544683220330785479686031620297612862841170198255065603041366
-0.8525390625,-0.69833089916842960029811989295438586029034143242770210855393351555616344518
-0.8515625,-0.6984842659268926461983277948537647510246747122900442404562612775893966722
-0.8505859375,-0.69863779548198849823819671969898966289642565540371664451825706660591880401
-0.849609375,-0.69879148814754670467899574271083701331659413309206622680300072166101084917
-0.8486328125,-0.69894534423828478864218144632414775448583537186706507360446732153046114357
-0.84765625,-0.69909936406981158250199224141403505080466019042790160239527265570400584699
-0.8466796875,-0.69925354795863057794420064996175045297106607639697200349760952384055391417
-0.845703125,-0.69940789622214329177962814172999734135641636348965785511246042079604572363
-0.8447265625,-0.69956240917865264760161412838771502941287368162293007954709841642997908043
-0.84375,-0.69971708714736637337722219334992299639268304969571302882991887783070912258
-0.8427734375,-0.69987193044840041506256261273838233882436511732065828997877079122711761694
-0.841796875,-0.70002693940278236633321074105073106188324479539833668346595558163838159398
-0.8408203125,-0.70018211433245491452130593344826909631186756150786809177233184463949231286
-0.83984375,-0.70033745556027930285152539451029558747431571730529430212603962055566890845
-0.8388671875,-0.70049296341003880906874172071011075622473116098514438514244348607103319126
-0.837890625,-0.70064863820644224055079198098248577207352323715661081251696632763875538922
-0.8369140625,-0.70080448027512744600040999720037903491552358721390547832157390197076149971
-0.8359375,-0.70096048994266484381100208517767168227826735018233070316642602605161351843
-0.8349609375,-0.70111666753656096720157993837855514995335114523846353734264375168022959172
-0.833984375,-0.70127301338526202621680262265711184115221550989852828279449650843473722166
-0.8330078125,-0.70142952781815748668872284329138094773849776348135656760350037983933542722
-0.83203125,-0.70158621116558366625748078794252711787391761013551749016710040696642712726
-0.8310546875,-0.70174306375882734754884198400267532989922807102797848346183419231539703476
-0.830078125,-0.70190008593012940860713377955332721249853795214836789934424106342280926814
-0.8291015625,-0.7020572780126884706827983077210385467921824216003819672939483645284776871
-0.828125,-0.70221464034066456347444816889597337051290056225276334343096862562506897068
-0.8271484375,-0.70237217324918280792598460881115298846728421376142101712311065939058557096
-0.826171875,-0.70252987707433711668001672804076096244932354217921091922332856838243683221
-0.8251953125,-0.7026877521531939122895042756804910700628077129634690096993635952489379879
-0.82421875,-0.7028457988237958632902359028827973924924831615495332361089814306385057112
-0.8232421875,-0.7030040174251656382374494270464124108350561996451930889570216862830248167
-0.822265625,-0.70316240829730967781060073176911588060664750442233081552767739867231653621
-0.8212890625,-0.70332097178122198509099344859194692779237264725492323035281843552167862039
-0.8203125,-0.70347970821888793411769258198332180404548111259385209859483963917571188409
-0.8193359375,-0.70363861795328809682786179729433946229136084650952953111284565082904622465
-0.818359375,-0.70379770132840208848838624139853457513384075159059707813964558230658272423
-0.8173828125,-0.70395695868921243172637055672735670140944000907728047200221377145928903153
-0.81640625,-0.70411639038170843926683523122909338113799484291386604698975505249383436988
-0.8154296875,-0.70427599675289011548667364970696759759741079291734049553237557447480801365
-0.814453125,-0.70443577815077207689467722682099876662138507551316124560101253346953150039
-0.8134765625,-0.70459573492438749164818686005871997711797156197641785543469500170365810025
-0.8125,-0.70475586742379203821768569398978967948696549694230809462291813751340309699
-0.8115234375,-0.70491617600006788331141088742925615177858024500036399462094954373888846041
-0.810546875,-0.70507666100532767917283077557219996626042245045815305870546356999596225422
-0.8095703125,-0.70523732279271858036460857308097556601666193490048918518712155434146965733
-0.80859375,-0.70539816171642628015345462538712910044339372898716733491658851536903270293
-0.8076171875,-0.70555917813167906661105623853047361787769420446147823647630609445274092607
-0.806640625,-0.70572037239475189854706735765617639390827470471420030501520082209979873392
-0.8056640625,-0.70588174486297050139093987633266063170378643216464675487081351503484939308
-0.8046875,-0.70604329589471548314018419919745106574564568755535414694428412780280093918
-0.8037109375,-0.70620502584942647049345890570290055620831145581431051366177560360812238587
-0.802734375,-0.70636693508760626528770803010258323028721483897926678300438278195799825215
-0.8017578125,-0.70652902397082502135938964004729033502883316932292857269945978278352227976
-0.80078125,-0.70669129286172444195067112158029531642963615744793284739922569322675399784
-0.7998046875,-0.70685374212402199778230492085255096552720228361358495030750299094849756604
-0.798828125,-0.70701637212251516591574351202830835087259424326715395696088716995454383549
-0.7978515625,-0.70717918322308568952790411672629579947168878484020427620375754376484322544
-0.796875,-0.70734217579270385872285225365111174659566158803791747357967885663832372935
-0.7958984375,-0.70750535019943281250553860913467571171441498486372214007936453305955331796
-0.794921875,-0.70766870681243286204359605206680724923126994384864274718918442898802574413
-0.7939453125,-0.70783224600196583534408293271004877096539613053553477280535211111359149294
-0.79296875,-0.70799596813939944347294516736088139166680670091977596554920412705352789174
-0.7919921875,-0.70815987359721166844586308357009294561741696057745038459431173858687535209
-0.791015625,-0.70832396274899517292004964814738377256233574594379023695190211629048790648
-0.7900390625,-0.70848823596946173181747458758024323931625021497836428754286551280238351986
-0.7890625,-0.70865269363444668601090410358567039811355311078000487267550149425000368171
-0.7880859375,-0.70881733612091341820506845174387797684880451265295541376257885426393249748
-0.787109375,-0.70898216380695785114619965566908566955453072938172546586300096937546356448
-0.7861328125,-0.70914717707181296829411914076977051222421472475205102465494088994872217888
-0.78515625,-0.70931237629585335709200015884537977964155073921165071309238120781269338884
-0.7841796875,-0.70947776186059977496988260676255553050709263320336434801896119260690216004
-0.783203125,-0.70964333414872373821897828916120765127254288747306135292362454454860157288
-0.7822265625,-0.70980909354405213387477290718290510113591232595990959548830180038033739368
-0.78125,-0.70997504043157185474790714393645082939872465641198042038272767707771017956
-0.7802734375,-0.7101411751974344577428032348935521632250473796980796026197261433614617128
-0.779296875,-0.71030749822896084560499543045480692665199040552270637872202187685053897549
-0.7783203125,-0.71047400991464597223912285210298802656916319011070202910726396002122128436
-0.77734375,-0.71064071064416357174055148718205792212132268860721552154638204821849780445
-0.7763671875,-0.71080760080837091128460853548531686854663055075520119373332629727607980731
-0.775390625,-0.71097468079931356801843708935569962976878161252310869538380928528865153541
-0.7744140625,-0.71114195101023023010151227452765543751926636792817086669627551474155818135
-0.7734375,-0.71130941183555752204190157889539155376343480845286245746828560731704483709
-0.7724609375,-0.71147706367093485447640222899759305534304867908826306341056460231576582794
-0.771484375,-0.71164490691320929854374721829316863827158094990907580720295649618129766504
-0.7705078125,-0.7118129419604404850011390271125155780761321423733797906396847524464234299
-0.76953125,-0.71198116921190552823544628217727214270928981476995575650610634043593652065
-0.7685546875,-0.71214958906810397532148366529764123163919835073664554466325086796077660542
-0.767578125,-0.712318201930762780280889378634893165333503988141250226357588477677041811
-0.7666015625,-0.71248700820284130369621749096771384236584999005596314374655720823952236824
-0.765625,-0.71265600828853633783597460979995861761908200370069869189618330543255176165
-0.7646484375,-0.71282520259328715744745163284452282159257294706674091428314275859173344489
-0.763671875,-0.71299459152378059637533191524905419107906791917730287415967386075511671119
-0.7626953125,-0.71316417548795615016519713262509955755206214806704205970832663349344583544
-0.76171875,-0.71333395489501110481220151213969197833426420159436028349114943286139500923
-0.7607421875,-0.71350393015540569181634403318019818601975103666520846535228744827389213027
-0.759765625,-0.71367410168086826970693675488905811748437219940222353018553078149215631623
-0.7587890625,-0.71384446988440053220004570060192223190545048732076368981729150807714680336
-0.7578125,-0.7140150351802827431538688102760139086743569931739030497046138916460371823
-0.7568359375,-0.71418579798407899848821345369001467619141497686948256819565235843061345811
-0.755859375,-0.7143567587126425152354439728275399418121235987940957628747295939618727033
-0.7548828125,-0.71452791778412094789148778570021747155450074935357661402452460471837925912
-0.75390625,-0.71469927561796173223671683119351879228139062119441349397389207654802714115
-0.7529296875,-0.71487083263491745679775966160355157304237412799613640044500731562589099988
-0.751953125,-0.71504258925705126212254839366714546091167955128943904355645532420561266101
-0.7509765625,-0.71521454590774226804216410839018301144464272386870311306161215854202363102
-0.75,-0.71538670301169102909431424420996451212835498346647550945607870031381614015
-0.7490234375,-0.7155590609949250182845561573986361666697762035822118339608993484473406907
-0.748046875,-0.71573162028480413936267242960332629042494357139378197698433480940430161311
-0.7470703125,-0.7159043813100262677929057875788617173272191042354805248525186897373135576
-0.74609375,-0.71607734450063282059807476814492297665030665901713906332818792733546161385
-0.7451171875,-0.71625051028801435525891561693810132922556902144790336191570876341941244461
-0.744140625,-0.7164238791049161978513314584930849697234797841002018288511466148667854888
-0.7431640625,-0.71659745138544410060557662456748567901568621253131531410199274280117620305
-0.7421875,-0.71677122756506992907276228555510553980755972304508483201601100512798774157
-0.7412109375,-0.71694520808063737908543930560182299234526777917436481726195041551422079221
-0.740234375,-0.7171193933703677237003956461050900915802559348110800757270623509573128167
-0.7392578125,-0.71729378387386559031319878628370352772407427478121402658224244502348651273
-0.73828125,-0.71746838003212476813541862628755788051151915953433249305554875130214171935
-0.7373046875,-0.71764318228753404622688330192730978416941611739677222882618439562879276318
-0.736328125,-0.71781819108388308227674938581673175744842123167859256967935087054548848955
-0.7353515625,-0.71799340686636830232860919405168792782665812221487754807098244191671636311
-0.734375,-0.71816883008159883164631147826976334099507943704303257804961858442133632192
-0.7333984375,-0.71834446117760245691863777908417908214478157486425392892515668137318411163
-0.732421875,-0.71852030060383162000245526879033311345874466262458979197483940041864532719
-0.7314453125,-0.71869634881116944340545814052911491558928374660552891330347521794453403238
-0.73046875,-0.71887260625193578771111363069996831587515009008406666634316959382728177581
-0.7294921875,-0.7190490733798933411499457156221035858334667306714619715015958399554504325
-0.728515625,-0.71922575065025374152281952786548081525107713598749483553177776373095464902
-0.7275390625,-0.71940263851968373068343271929916324849440032537597580380957177387913442805
-0.7265625,-0.71957973744631134178877648509846945110873411330943887400217936108998708144
-0.7255859375,-0.7197570478897321195278988854758547179301771338453314419784716451909780528
-0.724609375,-0.71993457031101537354088659092896533816730601140968327727327380260759870049
-0.7236328125,-0.72011230517271046524157836493872086672286913810504328076636792910002088224
-0.72265625,-0.7202902529388531282591346193542711423388756099879774740685485895991849401
-0.7216796875,-0.72046841407497182271521236768919991773381754688957990550002909844483288331
-0.720703125,-0.72064678904809412355513399722633881423892653692045163101373835878519237744
-0.7197265625,-0.72082537832675314315309162068986936137147197091880414775702980953210219838
-0.71875,-0.72100418238099398841309649231498546323050320498420184105671864803638917698
-0.7177734375,-0.72118320168238025258906522298674693142760702964398143773142182064140621307
-0.716796875,-0.72136243670400054204913144784655168399626204043434730584705279837862465387
-0.7158203125,-0.72154188792047503821098333206767191442824158778131785216921441192174833179
-0.71484375,-0.72172155580796209487675399266559464212165525351038690095093952396134189289
-0.7138671875,-0.72190144084416487119773371413323395195058930834739008464085058634635275671
-0.712890625,-0.72208154350833800050092989290757561941635065535755038420248018085143002618
-0.7119140625,-0.72226186428129429521127311136843550860598219333738172217671519805986630708
-0.7109375,-0.72244240364541148810505576910076086475977668326429937680657667884393656471
-0.7099609375,-0.72262316208463901013199344207230082755861710202082563667507715894283509951
-0.708984375,-0.72280414008450480504511875545632290689861208169628014275133140426048705592
-0.7080078125,-0.72298533813212218107955320106797837369915527331154091588488754983644438231
-0.70703125,-0.72316675671619669992305416554368345032222163078712442404789806997895223328
-0.7060546875,-0.72334839632703310322310262201499372424160717460011426940767789819029956831
-0.705078125,-0.72353025745654227687718163945206114349524365499744394284917253002795707088
-0.7041015625,-0.72371234059824825335479724523987152025114752560671828544766658482173752848
-0.703125,-0.72389464624729525230171140491139584560055705308082071658715152540266037366
-0.7021484375,-0.72407717490045475967879212717201486852924738252920203227781491154868787894
-0.701171875,-0.72425992705613264568983813317679875711702560059007090329126231802083434421
-0.7001953125,-0.72444290321437632175470531914881024644788670088054143830270548357801842261
-0.69921875,-0.72462610387688193678604956547332016378050118390192023985876812307260382463
-0.6982421875,-0.72480952954700161303000547995291178974306340971669692352770480689945584816
-0.697265625,-0.72499318072975072173314358653199118316644486194693153726896653309978244048
-0.6962890625,-0.72517705793181519890008946407787490531323462194366707518912912313931778304
-0.6953125,-0.72536116166155890140824758535768855259358905399280968885958132017496301762
-0.6943359375,-0.72554549242903100374815028885610791804414511579453499336264994995643903285
-0.693359375,-0.72573005074597343566004862230662161239591576207294075558610282963275840316
-0.6923828125,-0.72591483712582836093947691564048633246825782586279579744755771956739536721
-0.69140625,-0.72609985208374569768665706351522400688178489072046428562311282846761949272
-0.6904296875,-0.72628509613659068027676181685787986409926488663741347989046888661141032161
-0.689453125,-0.7264705698029514633302290943311846241359430767238943358257071664304737157
-0.6884765625,-0.72665627360314676796451162590902638564287509967061751297892729740877736854
-0.6875,-0.72684220805923357061085833168688805796855626469207918731577962911093180152
-0.6865234375,-0.72702837369501483468195592178698979193869997487454428604246588215829499851
-0.685546875,-0.7272147710360472853785114821875550160023902222484803705299632400476956016
-0.6845703125,-0.72740140060964922792512949328769054594792240990632907204629563013637923526
-0.68359375,-0.72758826294490840952813002215618906830508419868213225980604696047869411454
-0.6826171875,-0.72777535857268992535026894724196573243801501668657360411855327835128748463
-0.681640625,-0.7279626880256441687996562298095011739137758342681415926452901609720694798
-0.6806640625,-0.72815025183821482643252465592485159551994900210572512737017513422203230679
-0.6796875,-0.72833805054664691777187935536456715269184300046820122632979350246191027366
-0.6787109375,-0.72852608468899488034645798077872089410401162660712767797083800104988766275
-0.677734375,-0.72871435480513070025685292578917385224798352162853374617498454253195200546
-0.6767578125,-0.72890286143675208857809060100818151934726800801260628622952469247808212683
-0.67578125,-0.72909160512739070391042880140046143984148868718092878111816904104332082828
-0.6748046875,-0.72928058642242042139262181881428817439627440231776037779143525818844251233
-0.673828125,-0.72946980586906564849441441438877867799668176078500657955815534312626552667
-0.6728515625,-0.72965926401640968790756030413869552073500368425229196125010156306486636292
-0.671875,-0.72984896141540314785721866731180468180459607340481700312940255491828125498
-0.6708984375,-0.73003889861887240015816360388296728300812638429999429669407361527973809401
-0.669921875,-0.73022907618152808634284669039436897436169349931581453029645616452334524617
-0.6689453125,-0.73041949465997367219098206073435930504362220360799858076168218921180591953
-0.66796875,-0.73061015461271405099297702172803041647176930654834544428249503788817824425
-0.6669921875,-0.73080105660016419588220935688602380570696763800931606716494185711949111629
-0.666015625,-0.73099220118465786157385543259251707249366506822584641139332424521138955821
-0.6650390625,-0.731183588930456335850701259689052736300015810693482395153438438645525955
-0.6640625,-0.73137522040375724113912204315871361126670119238739600195327449977676358719
-0.6630859375,-0.73156709617270338652119473985630499740646820583992729922025605810718973684
-0.662109375,-0.73175921680739167053171300851626656121220431602391639530970705602731007321
-0.6611328125,-0.73195158287988203509170495032369963520466507078642432610523129490448674583
-0.66015625,-0.73214419496420647093291147809021969608434407107146119230614633050408570835
-0.6591796875,-0.73233705363637807487056729672461409648975680833608485893631986764035425599
-0.658203125,-0.73253015947440015928473760971446584702440838814707172425528298252673915169
-0.6572265625,-0.7327235130582754141734020715647008300064963177006425384202835137735506422
-0.65625,-0.7329171149700151221434434737815543545946450495481651447065673501186581134
-0.6552734375,-0.73311096579364842670869247468258601363599980067490366989545618712215264992
-0.654296875,-0.73330506611523165426720165716462070493866341503166106019080724107974380173
-0.6533203125,-0.73349941652285769013297262319963709399455258219489960964894918224987297208
-0.65234375,-0.73369401760666540900043901244594374611682012178530560425859451747533314772
-0.6513671875,-0.73388886995884916022311657176217281179189451661350116556683278342819172895
-0.650390625,-0.73408397417366830829096901305737981575704399355239287218675117266566001039
-0.6494140625,-0.73427933084745682889420569297184407694790985398229852831439083994732479345
-0.6484375,-0.73447494057863296096442444728625140956130722809556071627754494660193451689
-0.6474609375,-0.73467080396770891508724053743398364476938636574057187435504847151316133136
-0.646484375,-0.73486692161730063868380094163075971800761102931479676187034360195039440126
-0.6455078125,-0.735063294132137638361872478433877508041416832676278704945390596096428842
-0.64453125,-0.73525992211907285984051281945516889952395813188091517031330942234806713774
-0.6435546875,-0.73545680618709262585568566794488294953849575856053301289023404263332155776
-0.642578125,-0.73565394694732663245756559257084515290277518568911817929798437821901709825
-0.6416015625,-0.73585134501305800411369455659079298146345944862434233088983533537158079401
-0.640625,-0.73604900099973340803560142158272197851066830457573159769828580930599909349
-0.6396484375,-0.73624691552497322814997798601571265944649761218681563236742009305494748579
-0.638671875,-0.73644508920858179913902080055632359635321741139738008977427065876254196329
-0.6376953125,-0.7366435226725577009780974468018960158898687497355819159865915223606206991
-0.63671875,-0.73684221654110411440247954120334911310521740741240075798962057977799502367
-0.6357421875,-0.73704117144063923773850280283937819107728426458327659332375588819984390754
-0.634765625,-0.7372403879998067655381674785063246789925055435952134310313521789151248314
-0.6337890625,-0.73743986684948642945988063195098208567013974610828324540900477364262603995
-0.6328125,-0.73763960862280460184176566129932668999979542196245582633855876373964276357
-0.6318359375,-0.73783961395514496241772429983188817489367202283335317591609534796178896525
-0.630859375,-0.73803988348415922863023267500628691824185346313003193557135729739232905668
-0.6298828125,-0.73824041784977794999768614864483117266975641863019496844920458890457081744
-0.62890625,-0.73844121769422136699797804200637913523001723411737495308650452112872739394
-0.6279296875,-0.73864228366201033493390537253074678253762750426219893975407500480601724316
-0.626953125,-0.73884361639997731324994080889952828387226432500188798270952093158377486286
